frame,stage,old_id,new_id,reason,det_score,det_box,track_box,iou_cost,iou_overlap,fused_cost,cosine_sim,cosine_theta,cosine_margin,feat_norm,feat_mean_sim,n_registry,n_lost,n_enrolments,all_sims_top5
38,6_revive,41,41,revived,0.8607,"[101.7, 507.9, 137.8, 577.5]",,,,,0.8409,0.75,0.1122,1.0,0.8409,27,11,28,"[(41, 0.8409208059310913), (18, 0.7287337183952332), (37, 0.7210490107536316), (14, 0.6986596584320068), (9, 0.6969786882400513)]"
38,6_new,34,49,margin_failed margin=0.018<0.03,0.7056,"[293.8, 511.7, 319.8, 579.8]",,,,,0.7746,0.75,0.0176,1.0,,27,11,17,"[(34, 0.7745847105979919), (37, 0.7570323348045349), (7, 0.7510640621185303), (41, 0.7448379993438721), (39, 0.7439535856246948)]"
39,3,6,6,re_activate_from_lost,0.618,"[1590.3, 521.1, 1611.9, 582.5]","[1589.8, 521.3, 1612.3, 582.4]",0.0612,0.9388,0.0937,,,,,,27,11,8,
39,3,34,34,re_activate_from_lost,0.6927,"[830.9, 501.2, 851.2, 554.5]","[830.7, 501.5, 851.7, 554.9]",0.1125,0.8875,0.0683,,,,,,27,11,17,
39,5,49,49,unconfirmed_update,0.8015,"[288.6, 514.0, 315.2, 580.8]","[290.1, 513.5, 315.7, 580.6]",0.3418,0.6582,,,,,,,,11,,
39,6_revive,41,41,revived,0.8921,"[93.7, 508.6, 130.6, 578.1]",,,,,0.8485,0.75,0.1071,1.0,0.8485,27,11,30,"[(41, 0.8484808206558228), (14, 0.7413878440856934), (37, 0.7348028421401978), (18, 0.7327213287353516), (30, 0.7154882550239563)]"
40,3,5,5,re_activate_from_lost,0.691,"[1880.6, 563.0, 1918.4, 660.2]","[1880.8, 563.5, 1917.5, 659.9]",0.1145,0.8855,0.0472,,,,,,27,11,30,
40,6_revive,41,41,revived,0.9018,"[90.7, 505.6, 127.8, 577.1]",,,,,0.8191,0.75,0.0992,1.0,0.8191,27,11,32,"[(41, 0.8191328048706055), (14, 0.7199184894561768), (37, 0.7077629566192627), (18, 0.6993137001991272), (12, 0.6759544014930725)]"
41,6_new,25,50,margin_failed margin=0.020<0.03,0.7207,"[644.6, 488.7, 662.2, 533.9]",,,,,0.8547,0.75,0.0195,1.0,,28,10,29,"[(25, 0.854708194732666), (34, 0.8352013826370239), (17, 0.8186742663383484), (13, 0.8007251024246216), (39, 0.778842568397522)]"
42,3,16,16,re_activate_from_lost,0.6145,"[1432.4, 505.6, 1451.2, 556.9]","[1431.9, 505.6, 1451.7, 556.8]",0.3308,0.6692,0.1226,,,,,,28,12,13,
42,3,33,33,re_activate_from_lost,0.7117,"[765.5, 490.1, 784.4, 536.0]","[766.2, 490.1, 783.5, 536.0]",0.367,0.633,0.0787,,,,,,28,12,7,
42,3,49,49,re_activate_from_lost,0.8683,"[272.0, 512.7, 303.1, 588.9]","[273.3, 512.7, 302.1, 588.1]",0.2474,0.7526,0.3465,,,,,,28,12,1,
42,6_new,37,51,gate_failed sim=0.745<theta=0.750,0.7822,"[1479.6, 514.7, 1498.5, 562.6]",,,,,0.7453,0.75,0.0107,1.0,,29,12,20,"[(37, 0.7453206777572632), (39, 0.7345824837684631), (19, 0.7336032390594482), (14, 0.7283775806427002), (8, 0.7280031442642212)]"
44,3,33,33,re_activate_from_lost,0.5977,"[765.5, 489.4, 784.4, 532.6]","[766.2, 489.3, 783.2, 533.0]",0.1594,0.8406,0.0862,,,,,,29,13,8,
44,6_new,4,52,gate_failed sim=0.727<theta=0.750,0.8409,"[531.2, 553.2, 563.0, 637.5]",,,,,0.7269,0.75,0.0092,1.0,,29,13,7,"[(4, 0.7268699407577515), (5, 0.717700719833374), (14, 0.7069756984710693), (7, 0.6997241377830505), (41, 0.6983999013900757)]"
44,6_new,14,53,margin_failed margin=0.023<0.03,0.7976,"[812.7, 533.9, 847.8, 628.4]",,,,,0.7519,0.7082,0.0225,1.0,,29,13,40,"[(14, 0.7519358396530151), (27, 0.7294294834136963), (41, 0.6681479215621948), (13, 0.6680030822753906), (23, 0.6668378114700317)]"
45,3,7,7,re_activate_from_lost,0.8372,"[1505.2, 528.9, 1524.2, 578.8]","[1505.4, 528.5, 1523.7, 578.9]",0.4225,0.5775,0.1007,,,,,,29,12,26,
45,3,6,6,re_activate_from_lost,0.8271,"[1611.9, 526.5, 1633.5, 587.9]","[1611.2, 525.7, 1633.4, 587.4]",0.3517,0.6483,0.079,,,,,,29,12,11,
46,6_new,23,54,margin_failed margin=0.015<0.03,0.7082,"[841.7, 504.9, 863.3, 559.6]",,,,,0.7787,0.75,0.0149,1.0,,30,11,40,"[(23, 0.7787230014801025), (34, 0.7637959718704224), (41, 0.752710223197937), (49, 0.750268816947937), (37, 0.7467041015625)]"
47,5,54,54,unconfirmed_update,0.6145,"[841.7, 506.3, 863.3, 560.2]","[841.8, 506.0, 863.2, 560.1]",0.0366,0.9634,,,,,,,,10,,
48,3,33,33,re_activate_from_lost,0.7746,"[763.4, 489.7, 782.3, 535.6]","[763.9, 489.8, 781.7, 535.4]",0.1531,0.8469,0.0519,,,,,,30,10,9,
48,6_new,49,55,margin_failed margin=0.025<0.03,0.7161,"[238.6, 516.4, 267.3, 587.2]",,,,,0.8081,0.75,0.025,1.0,,30,10,8,"[(49, 0.8080695271492004), (41, 0.7830600142478943), (37, 0.7804883718490601), (34, 0.7699418067932129), (7, 0.7647945880889893)]"
48,6_new,14,56,margin_failed margin=0.028<0.03,0.8005,"[791.1, 546.1, 824.9, 645.3]",,,,,0.7815,0.7082,0.0281,1.0,,30,10,44,"[(14, 0.7815089225769043), (6, 0.7534081339836121), (37, 0.7450774908065796), (7, 0.7443529963493347), (34, 0.7311462163925171)]"
49,3,7,7,re_activate_from_lost,0.7034,"[1520.1, 533.6, 1541.7, 584.2]","[1521.1, 533.5, 1539.9, 583.9]",0.2054,0.7946,0.1073,,,,,,30,10,29,
49,5,55,55,unconfirmed_update,0.674,"[228.5, 515.7, 257.2, 592.0]","[229.6, 515.8, 260.1, 591.0]",0.5472,0.4528,,,,,,,,10,,
50,3,17,17,re_activate_from_lost,0.603,"[730.4, 495.8, 752.0, 541.0]","[731.0, 495.8, 751.3, 541.0]",0.1766,0.8234,0.0558,,,,,,30,12,22,
50,3,16,16,re_activate_from_lost,0.6881,"[1445.9, 510.0, 1467.5, 559.9]","[1446.8, 509.9, 1466.7, 560.0]",0.1511,0.8489,0.0779,,,,,,30,12,14,
50,3,37,37,re_activate_from_lost,0.5998,"[159.2, 479.6, 198.8, 576.1]","[156.3, 485.3, 196.1, 578.4]",0.6282,0.3718,0.777,,,,,,30,12,26,
50,3,33,33,re_activate_from_lost,0.818,"[760.7, 492.8, 779.6, 537.3]","[761.5, 492.5, 779.3, 537.3]",0.1126,0.8874,0.0418,,,,,,30,12,10,
50,6_new,17,57,margin_failed margin=0.008<0.03,0.6933,"[635.2, 489.7, 654.1, 534.3]","[731.0, 495.8, 751.3, 541.0]",1.0,0.0,,0.8825,0.75,0.0078,1.0,,30,12,23,"[(17, 0.8825191259384155), (13, 0.8747242093086243), (39, 0.8083690404891968), (25, 0.8024473190307617), (33, 0.7988746166229248)]"
51,5,57,57,unconfirmed_update,0.6808,"[634.5, 490.4, 655.4, 536.3]","[635.2, 490.3, 654.6, 535.9]",0.1479,0.8521,,,,,,,,8,,
52,6_revive,14,14,revived,0.8113,"[795.2, 547.8, 837.0, 658.5]",,,,,0.7901,0.7082,0.0687,1.0,0.7901,30,9,48,"[(14, 0.7900862097740173), (27, 0.7213656902313232), (41, 0.669608473777771), (18, 0.6551847457885742), (23, 0.6503214836120605)]"
52,6_revive,16,16,revived,0.7397,"[1475.6, 516.7, 1491.8, 564.6]",,,,,0.86,0.75,0.0744,1.0,0.86,30,9,17,"[(16, 0.8600377440452576), (34, 0.7856090664863586), (7, 0.7811117172241211), (4, 0.7709059715270996), (39, 0.7695647478103638)]"
52,6_new,34,58,margin_failed margin=0.018<0.03,0.7142,"[814.7, 498.5, 835.0, 555.9]","[825.5, 505.0, 841.1, 544.5]",0.7325,0.2675,,0.8299,0.75,0.0181,1.0,,30,9,22,"[(34, 0.829870343208313), (25, 0.8117949366569519), (41, 0.8083637952804565), (39, 0.7738995552062988), (10, 0.7728271484375)]"
53,6_revive,34,34,revived,0.8637,"[1476.9, 516.4, 1495.8, 562.3]","[826.0, 501.6, 841.6, 541.1]",1.0,0.0,,0.823,0.75,0.036,1.0,0.823,30,9,22,"[(34, 0.8229864239692688), (39, 0.786941647529602), (25, 0.7849726676940918), (16, 0.7711614966392517), (49, 0.7536513805389404)]"
53,6_revive,14,14,revived,0.7741,"[793.1, 545.4, 836.3, 656.8]",,,,,0.7947,0.7082,0.0729,1.0,0.7947,30,9,50,"[(14, 0.7947360277175903), (27, 0.721869945526123), (41, 0.65777188539505), (23, 0.6548454761505127), (18, 0.6483118534088135)]"
53,6_revive,14,14,revived,0.737,"[807.3, 539.7, 841.1, 634.2]",,,,,0.8367,0.7082,0.1073,1.0,0.8367,30,9,51,"[(14, 0.8366896510124207), (27, 0.7294027805328369), (13, 0.6919146776199341), (41, 0.6851986646652222), (12, 0.6709384322166443)]"
54,3,55,55,re_activate_from_lost,0.6151,"[203.0, 518.4, 233.7, 604.8]","[201.4, 518.9, 235.6, 604.4]",0.1159,0.8841,0.4561,,,,,,30,10,3,
54,3,17,17,re_activate_from_lost,0.6188,"[731.7, 494.4, 752.0, 542.4]","[731.2, 494.1, 752.4, 542.1]",0.0998,0.9002,0.0764,,,,,,30,10,25,
54,5,34,34,unconfirmed_update,0.8531,"[1475.6, 514.7, 1494.5, 557.9]","[1476.3, 515.0, 1494.3, 558.8]",0.2375,0.7625,,,,,,,,10,,
54,6_revive,14,14,revived,0.747,"[787.1, 561.9, 822.2, 657.1]",,,,,0.7597,0.7082,0.0514,1.0,0.7597,30,10,53,"[(14, 0.7596695423126221), (23, 0.7082858085632324), (10, 0.6626975536346436), (18, 0.6601877808570862), (7, 0.6580647230148315)]"
54,6_new,14,59,gate_failed sim=0.701<theta=0.708,0.7447,"[494.1, 555.9, 529.2, 655.8]",,,,,0.7008,0.7082,0.004,1.0,,30,10,54,"[(14, 0.7008209228515625), (4, 0.6968060731887817), (8, 0.6946808695793152), (7, 0.6879109740257263), (5, 0.6864802241325378)]"
55,6_revive,41,41,revived,0.7757,"[99.8, 503.9, 145.4, 586.9]",,,,,0.8327,0.75,0.0361,1.0,0.8327,31,9,48,"[(41, 0.8326535820960999), (14, 0.7965090274810791), (37, 0.7830952405929565), (49, 0.7824373245239258), (34, 0.7612903118133545)]"
55,6_revive,14,14,revived,0.6833,"[786.4, 559.9, 824.2, 657.8]",,,,,0.7757,0.7082,0.0504,1.0,0.7757,31,9,55,"[(14, 0.7756768465042114), (23, 0.7253152132034302), (55, 0.6725685596466064), (27, 0.6712528467178345), (34, 0.6553621292114258)]"
56,3,7,7,re_activate_from_lost,0.7281,"[1543.1, 529.9, 1564.7, 587.9]","[1542.9, 529.1, 1565.3, 587.2]",0.1734,0.8266,0.0888,,,,,,31,11,35,
56,6_revive,14,14,revived,0.6918,"[781.0, 559.9, 822.8, 672.6]",,,,,0.8239,0.7082,0.0782,1.0,0.8239,31,11,57,"[(14, 0.8239271640777588), (23, 0.7456949949264526), (55, 0.7410286068916321), (27, 0.7205769419670105), (41, 0.7111823558807373)]"
56,6_new,41,60,margin_failed margin=0.024<0.03,0.8404,"[94.6, 515.0, 133.6, 600.8]",,,,,0.7791,0.75,0.0243,1.0,,31,11,50,"[(41, 0.7791078090667725), (14, 0.7548086643218994), (39, 0.7499467730522156), (13, 0.7471728920936584), (7, 0.7421869039535522)]"
57,3,37,37,re_activate_from_lost,0.8867,"[96.8, 504.2, 149.9, 600.8]","[102.8, 502.4, 145.7, 598.7]",0.6824,0.3176,0.7184,,,,,,31,12,27,
57,3,17,17,re_activate_from_lost,0.6574,"[732.4, 497.5, 755.3, 561.6]","[730.3, 497.2, 756.1, 558.1]",0.4155,0.5845,0.1304,,,,,,31,12,27,
57,6_new,19,61,margin_failed margin=0.018<0.03,0.7002,"[1506.6, 520.8, 1525.5, 570.0]",,,,,0.8006,0.75,0.018,1.0,,31,12,9,"[(19, 0.8005719780921936), (4, 0.782588005065918), (18, 0.7766830325126648), (16, 0.7415978908538818), (39, 0.7342296838760376)]"
58,3,57,57,re_activate_from_lost,0.5863,"[620.7, 495.8, 642.9, 549.8]","[620.3, 496.1, 643.1, 549.9]",0.3018,0.6982,0.5906,,,,,,31,10,2,
58,3,55,55,re_activate_from_lost,0.7119,"[176.3, 520.4, 208.7, 614.2]","[174.4, 520.6, 210.9, 613.4]",0.1281,0.8719,0.0667,,,,,,31,10,5,
58,6_new,33,62,margin_failed margin=0.018<0.03,0.7324,"[1.1, 465.8, 24.8, 528.5]",,,,,0.7681,0.75,0.0179,1.0,,31,10,19,"[(33, 0.7680503129959106), (13, 0.7501425743103027), (41, 0.7479862570762634), (37, 0.7470529675483704), (39, 0.7154678106307983)]"
59,5,62,62,unconfirmed_update,0.6196,"[-3.2, 453.9, 22.8, 522.1]","[-2.3, 456.3, 23.2, 523.4]",0.3983,0.6017,,,,,,,,11,,
59,6_revive,14,14,revived,0.7362,"[781.0, 565.0, 818.8, 671.0]",,,,,0.8078,0.7082,0.0411,1.0,0.8078,31,11,61,"[(14, 0.8077629804611206), (23, 0.7666208744049072), (18, 0.7091177701950073), (55, 0.7016191482543945), (10, 0.70085608959198)]"
61,6_new,34,63,margin_failed margin=0.011<0.03,0.6983,"[808.0, 500.9, 826.9, 546.8]",,,,,0.824,0.75,0.0112,1.0,,31,14,30,"[(34, 0.824022650718689), (25, 0.8128422498703003), (17, 0.7946991920471191), (33, 0.7859768271446228), (13, 0.7484859228134155)]"
61,6_revive,14,14,revived,0.8268,"[777.6, 568.0, 815.4, 676.0]",,,,,0.7913,0.7082,0.0477,1.0,0.7913,31,14,64,"[(14, 0.7913442850112915), (23, 0.7436798214912415), (18, 0.6902267932891846), (41, 0.6813596487045288), (55, 0.6808410882949829)]"
62,6_revive,14,14,revived,0.8299,"[776.9, 566.7, 814.7, 678.0]",,,,,0.8003,0.7082,0.0721,1.0,0.8003,31,14,66,"[(14, 0.8003478646278381), (23, 0.7282524108886719), (27, 0.6898883581161499), (18, 0.680700421333313), (41, 0.6763553023338318)]"
62,6_new,18,64,margin_failed margin=0.004<0.03,0.7415,"[1513.4, 522.1, 1532.2, 573.4]","[250.3, 547.3, 307.3, 686.2]",1.0,0.0,,0.745,0.6723,0.0045,1.0,,31,14,45,"[(18, 0.7449823617935181), (19, 0.7405228018760681), (33, 0.7359969615936279), (4, 0.7306382656097412), (13, 0.7057467699050903)]"
63,3,8,8,re_activate_from_lost,0.8364,"[1225.1, 513.3, 1245.4, 564.6]","[1225.4, 513.4, 1245.1, 564.6]",0.3639,0.6361,0.1483,,,,,,31,14,20,
63,3,57,57,re_activate_from_lost,0.6479,"[613.9, 495.1, 636.9, 554.5]","[612.6, 495.4, 637.3, 554.4]",0.4271,0.5729,0.6288,,,,,,31,14,3,
63,5,64,64,unconfirmed_update,0.7996,"[1514.7, 523.8, 1533.6, 575.8]","[1514.3, 523.5, 1533.4, 575.3]",0.1947,0.8053,,,,,,,,14,,
63,6_revive,14,14,revived,0.7535,"[774.2, 570.0, 810.7, 673.3]",,,,,0.7869,0.7082,0.0788,1.0,0.7869,31,14,68,"[(14, 0.7869374752044678), (23, 0.7080993056297302), (27, 0.6832073926925659), (18, 0.6788355708122253), (55, 0.6636090278625488)]"
64,3,10,10,re_activate_from_lost,0.7144,"[1413.5, 520.4, 1429.7, 571.7]","[1411.8, 520.2, 1430.9, 571.6]",0.193,0.807,0.0625,,,,,,31,15,48,
64,3,23,23,re_activate_from_lost,0.8188,"[828.9, 545.1, 861.3, 643.6]","[826.2, 544.5, 862.1, 646.1]",0.294,0.706,0.086,,,,,,31,15,56,
64,6_new,7,65,gate_failed sim=0.686<theta=0.750,0.7696,"[290.8, 514.7, 331.6, 628.8]",,,,,0.6863,0.75,0.0082,1.0,,32,15,44,"[(7, 0.6863306164741516), (8, 0.6780974864959717), (10, 0.6706774234771729), (41, 0.6670922636985779), (34, 0.6638289093971252)]"
64,6_revive,14,14,revived,0.8185,"[768.8, 573.1, 806.6, 675.0]",,,,,0.7989,0.7082,0.0301,1.0,0.7989,32,15,70,"[(14, 0.798850417137146), (23, 0.7687618732452393), (41, 0.7177740335464478), (18, 0.7155797481536865), (10, 0.6822060942649841)]"
65,5,65,65,unconfirmed_update,0.6451,"[277.6, 491.7, 324.5, 624.7]","[280.0, 496.3, 326.2, 625.5]",0.4831,0.5169,,,,,,,,13,,
65,6_revive,14,14,revived,0.8081,"[768.8, 570.0, 805.3, 674.7]",,,,,0.781,0.7082,0.038,1.0,0.781,32,13,72,"[(14, 0.7810046672821045), (23, 0.7429665327072144), (41, 0.6978341341018677), (18, 0.6957017183303833), (37, 0.6768513321876526)]"
66,3,10,10,re_activate_from_lost,0.8198,"[1413.5, 520.1, 1432.4, 572.7]","[1413.4, 520.5, 1432.8, 572.8]",0.1217,0.8783,0.0605,,,,,,32,13,49,
66,6_revive,14,14,revived,0.8092,"[766.1, 568.4, 805.3, 679.1]",,,,,0.7951,0.7082,0.0638,1.0,0.7951,32,13,74,"[(14, 0.7950574159622192), (23, 0.7312843203544617), (49, 0.7034129500389099), (55, 0.6998305320739746), (41, 0.6889190673828125)]"
67,3,8,8,re_activate_from_lost,0.8687,"[1225.8, 515.0, 1244.7, 565.0]","[1225.4, 514.8, 1244.6, 565.1]",0.1361,0.8639,0.1201,,,,,,32,13,23,
67,6_revive,14,14,revived,0.834,"[763.4, 570.0, 799.9, 672.0]",,,,,0.7973,0.7082,0.0594,1.0,0.7973,32,13,76,"[(14, 0.7972824573516846), (23, 0.7379165291786194), (41, 0.7167558670043945), (55, 0.7067807912826538), (18, 0.6975089311599731)]"
67,6_revive,18,18,revived,0.6885,"[124.0, 561.9, 229.0, 808.0]","[203.4, 541.4, 260.4, 680.3]",0.9014,0.0986,,0.7475,0.6723,0.0481,1.0,0.7475,32,13,45,"[(18, 0.7475495338439941), (19, 0.6994034051895142), (9, 0.6549277901649475), (41, 0.6178796887397766), (14, 0.6144174337387085)]"
68,3,65,65,re_activate_from_lost,0.5962,"[254.5, 486.0, 302.4, 625.1]","[253.8, 484.4, 303.8, 624.6]",0.1904,0.8096,0.5173,,,,,,32,13,1,
68,6_revive,14,14,revived,0.8596,"[760.7, 562.3, 809.3, 685.1]",,,,,0.7754,0.7082,0.0968,1.0,0.7754,33,13,78,"[(14, 0.7754025459289551), (41, 0.6786239743232727), (23, 0.6720463037490845), (49, 0.6558672189712524), (18, 0.6539708375930786)]"
69,6_revive,14,14,revived,0.8269,"[761.4, 562.6, 806.0, 680.1]",,,,,0.8057,0.7082,0.1124,1.0,0.8057,33,11,80,"[(14, 0.8057023286819458), (41, 0.6932759284973145), (27, 0.6876064538955688), (23, 0.6873705387115479), (18, 0.6683298349380493)]"
70,3,64,64,re_activate_from_lost,0.7455,"[1521.5, 526.5, 1540.4, 577.1]","[1521.5, 526.4, 1540.0, 576.7]",0.1329,0.8671,0.0483,,,,,,33,11,5,
70,6_revive,14,14,revived,0.8197,"[755.3, 568.0, 797.2, 683.4]",,,,,0.7799,0.7082,0.0644,1.0,0.7799,33,11,82,"[(14, 0.7799158096313477), (23, 0.7154661417007446), (27, 0.6635277271270752), (55, 0.6586413383483887), (34, 0.6562750339508057)]"
70,6_new,41,66,margin_failed margin=0.005<0.03,0.8749,"[143.2, 563.6, 199.0, 711.5]","[-35.5, 476.5, 20.8, 597.6]",1.0,0.0,,0.7312,0.7272,0.0047,1.0,,33,11,60,"[(41, 0.7312043905258179), (16, 0.7265259027481079), (14, 0.7230572700500488), (18, 0.7160078287124634), (34, 0.7092359662055969)]"
71,3,49,49,re_activate_from_lost,0.8258,"[105.3, 509.0, 148.3, 616.3]","[105.0, 509.0, 148.7, 616.3]",0.1621,0.8379,0.1425,,,,,,33,14,17,
71,3,30,30,re_activate_from_lost,0.8553,"[77.2, 592.0, 164.2, 812.0]","[71.2, 587.1, 170.0, 809.7]",0.2591,0.7409,0.3663,,,,,,33,14,53,
71,3,57,57,re_activate_from_lost,0.5981,"[593.3, 485.0, 619.7, 547.8]","[594.1, 485.4, 619.4, 547.7]",0.1165,0.8835,0.034,,,,,,33,14,10,
71,5,66,66,unconfirmed_update,0.8541,"[128.2, 563.0, 184.1, 710.1]","[131.4, 563.1, 186.9, 710.4]",0.4275,0.5725,,,,,,,,14,,
71,6_revive,14,14,revived,0.8108,"[751.3, 561.9, 801.2, 693.2]",,,,,0.7745,0.7082,0.0909,1.0,0.7745,33,14,84,"[(14, 0.7744816541671753), (23, 0.6835365295410156), (41, 0.6738806962966919), (27, 0.6590141654014587), (49, 0.6563261151313782)]"
71,6_new,34,67,margin_failed margin=0.001<0.03,0.7873,"[794.5, 504.9, 813.4, 550.8]",,,,,0.8045,0.7496,0.0008,1.0,,33,14,40,"[(34, 0.804548978805542), (39, 0.8037042617797852), (7, 0.7843388319015503), (41, 0.744873583316803), (57, 0.7340672016143799)]"
72,5,67,67,unconfirmed_update,0.6896,"[788.4, 505.6, 810.0, 557.5]","[789.7, 505.4, 810.6, 556.2]",0.4549,0.5451,,,,,,,,12,,
73,3,55,55,re_activate_from_lost,0.8871,"[50.4, 503.9, 86.1, 618.6]","[47.2, 504.0, 90.1, 618.4]",0.7646,0.2354,0.7912,,,,,,33,12,7,
73,6_revive,14,14,revived,0.8293,"[752.0, 555.5, 800.6, 687.2]",,,,,0.8316,0.7082,0.1294,1.0,0.8316,33,12,87,"[(14, 0.8316360712051392), (41, 0.7021870017051697), (27, 0.6949836015701294), (23, 0.6851656436920166), (18, 0.6786479353904724)]"
74,3,67,67,re_activate_from_lost,0.8155,"[784.4, 502.5, 803.2, 551.8]","[783.9, 502.7, 804.3, 552.1]",0.2856,0.7144,0.4174,,,,,,33,13,0,
74,6_revive,14,14,revived,0.8093,"[746.6, 567.7, 785.7, 681.8]",,,,,0.8063,0.7082,0.0656,1.0,0.8063,33,13,89,"[(14, 0.806304931640625), (23, 0.7407411932945251), (18, 0.6993610262870789), (55, 0.6957861185073853), (41, 0.686313271522522)]"
74,6_new,34,68,margin_failed margin=0.011<0.03,0.7106,"[1540.4, 521.1, 1559.2, 572.4]",,,,,0.8286,0.7174,0.0107,1.0,,33,13,43,"[(34, 0.8285987377166748), (25, 0.8178883194923401), (57, 0.8090198636054993), (37, 0.8084138631820679), (55, 0.7996973395347595)]"
74,6_new,34,69,margin_failed margin=0.025<0.03,0.7019,"[532.9, 528.9, 566.0, 611.2]",,,,,0.7869,0.7174,0.0254,1.0,,33,13,43,"[(34, 0.7869337797164917), (16, 0.7615824341773987), (39, 0.7531678676605225), (41, 0.7405924797058105), (33, 0.7225767374038696)]"
75,5,68,68,unconfirmed_update,0.7736,"[1540.4, 519.1, 1559.2, 568.4]","[1540.6, 519.5, 1559.0, 569.2]",0.1139,0.8861,,,,,,,,12,,
75,5,69,69,unconfirmed_update,0.6756,"[526.8, 530.5, 559.9, 614.9]","[527.7, 530.2, 561.4, 614.2]",0.3473,0.6527,,,,,,,,12,,
75,6_revive,14,14,revived,0.6975,"[743.2, 573.1, 782.3, 685.1]",,,,,0.8231,0.7082,0.0588,1.0,0.8231,33,12,91,"[(14, 0.8231486082077026), (23, 0.7643870115280151), (55, 0.7387437224388123), (34, 0.7221227884292603), (49, 0.7118054628372192)]"
76,6_new,41,70,gate_failed sim=0.691<theta=0.727,0.6882,"[64.0, 897.8, 180.2, 1071.9]","[-100.1, 471.1, -43.8, 592.3]",1.0,0.0,,0.6914,0.7272,0.0073,1.0,,34,11,60,"[(41, 0.6914352774620056), (47, 0.6840953826904297), (18, 0.6763385534286499), (30, 0.6574476957321167), (9, 0.6515634059906006)]"
76,6_revive,14,14,revived,0.8728,"[741.2, 564.6, 788.4, 691.9]",,,,,0.824,0.7082,0.0885,1.0,0.824,34,11,93,"[(14, 0.823976457118988), (23, 0.7354456782341003), (41, 0.7232049703598022), (30, 0.7053097486495972), (18, 0.6944203972816467)]"
77,3,10,10,re_activate_from_lost,0.7645,"[1422.9, 508.3, 1439.1, 556.9]","[1422.6, 508.3, 1439.9, 557.1]",0.4621,0.5379,0.0906,,,,,,34,13,54,
77,3,7,7,re_activate_from_lost,0.832,"[1621.4, 539.3, 1653.8, 621.0]","[1622.4, 539.5, 1653.1, 621.1]",0.1674,0.8326,0.1218,,,,,,34,13,52,
77,3,8,8,re_activate_from_lost,0.8246,"[1223.1, 504.9, 1242.0, 554.2]","[1223.2, 504.7, 1241.9, 554.1]",0.0368,0.9632,0.0983,,,,,,34,13,32,
77,6_revive,14,14,revived,0.853,"[738.5, 560.2, 789.8, 698.6]",,,,,0.825,0.7082,0.107,1.0,0.825,34,13,95,"[(14, 0.8249835968017578), (41, 0.7180290222167969), (23, 0.7032672166824341), (30, 0.6740880012512207), (49, 0.6673629879951477)]"
77,6_new,41,71,gate_failed sim=0.705<theta=0.727,0.8013,"[369.2, 573.8, 411.8, 693.9]","[-114.2, 487.0, -57.9, 608.1]",1.0,0.0,,0.7055,0.7272,0.0359,1.0,,34,13,60,"[(41, 0.7054806351661682), (66, 0.6695711612701416), (47, 0.6674392223358154), (14, 0.6637951731681824), (8, 0.661293625831604)]"
78,5,71,71,unconfirmed_update,0.7571,"[364.8, 568.0, 405.3, 682.8]","[365.7, 569.2, 406.7, 685.0]",0.3236,0.6764,,,,,,,,12,,
78,6_new,14,72,margin_failed margin=0.013<0.03,0.7287,"[382.4, 509.3, 419.5, 616.6]",,,,,0.7242,0.7082,0.013,1.0,,34,12,97,"[(14, 0.7242256999015808), (41, 0.7112204432487488), (7, 0.7046494483947754), (38, 0.6922663450241089), (9, 0.6903879642486572)]"
79,5,72,72,unconfirmed_update,0.6925,"[373.3, 514.4, 411.1, 622.4]","[375.3, 513.3, 412.6, 621.2]",0.4285,0.5715,,,,,,,,14,,
79,6_new,10,73,gate_failed sim=0.652<theta=0.750,0.7198,"[398.6, 541.4, 439.1, 664.2]",,,,,0.6523,0.75,0.008,1.0,,34,14,56,"[(10, 0.6522682309150696), (12, 0.64427649974823), (30, 0.6405026316642761), (14, 0.635878324508667), (4, 0.6261228322982788)]"
80,3,27,27,re_activate_from_lost,0.7444,"[121.0, 635.5, 181.7, 797.9]","[120.5, 634.4, 182.2, 795.9]",0.136,0.864,0.1498,,,,,,34,16,64,
80,3,10,10,re_activate_from_lost,0.6628,"[1427.0, 513.7, 1443.2, 555.5]","[1427.6, 513.3, 1443.0, 556.4]",0.2359,0.7641,0.1251,,,,,,34,16,56,
80,5,73,73,unconfirmed_update,0.7808,"[392.9, 568.7, 425.9, 665.9]","[394.4, 563.2, 428.2, 665.6]",0.532,0.468,,,,,,,,16,,
80,6_revive,14,14,revived,0.8783,"[733.1, 555.9, 781.7, 712.1]",,,,,0.8175,0.7082,0.0934,1.0,0.8175,35,16,99,"[(14, 0.817493736743927), (41, 0.7241348028182983), (23, 0.7122610211372375), (66, 0.686479389667511), (30, 0.6836952567100525)]"
81,3,68,68,re_activate_from_lost,0.5922,"[1545.8, 514.4, 1564.7, 568.4]","[1545.4, 514.5, 1565.2, 568.2]",0.0822,0.9178,0.4565,,,,,,35,16,4,
82,3,16,16,re_activate_from_lost,0.7762,"[1478.2, 503.9, 1499.9, 564.0]","[1476.9, 504.2, 1501.4, 564.0]",0.5486,0.4514,0.6496,,,,,,36,16,35,
83,3,72,72,re_activate_from_lost,0.6493,"[342.6, 508.6, 379.7, 611.2]","[343.8, 508.6, 379.4, 611.4]",0.5705,0.4295,0.7211,,,,,,36,16,0,
